context_text,reply_text,language,source,gap_lines,gap_seconds
"Yeah.
This is damage.",I didn't want to do that.,,4_9hours.mp4,1,1
Oh fuck.,Ow.,,4_9hours.mp4,1,2
"Come fight next to Sebastian.
Oh fuck.",Where is Sebastian?,,4_9hours.mp4,1,1
Now he's focused.,Sebastian.,,4_9hours.mp4,1,2
"Oh fuck.
Still not next to Sebastian.",Oh god.,,4_9hours.mp4,1,6
Oh fuck.,Yeah.,,4_9hours.mp4,1,10
"This bitch not moving.
Finally.
Oh my god.",Yeah.,,4_9hours.mp4,1,7
Fuck.,Gonna kill him.,,4_9hours.mp4,1,8
Alles ist scheiße.,Selbst ich kann es.,,4_9hours.mp4,1,2
"Ja, wir können uns hier treffen.
Ich habe kurz meine Ruhe.
Ja, ja, ja.","Ich weiß schon, ich weiß schon. Ich kenne schon die Taktiken.",,4_9hours.mp4,1,2
"Gut genommen, ist okay.
Okay.
Power up.
Oh, okay.
Ah, das tut weh.",Du hast es geschafft.,,4_9hours.mp4,1,6
Fertig.,Fertig.,,4_9hours.mp4,1,2
"Oh, du startest schon direkt.
Das ist ein Time Management Game.
Ich weiß, ich weiß.
Das Einzige, was ich nicht kann.",Same.,,4_9hours.mp4,1,4
"Oh man, warum sind zwei meine?
Mach es schön.","Ja, Bumsen.",,4_9hours.mp4,1,16
Bye-bye.,"Beautiful, beautiful.",,4_9hours.mp4,1,3
"Haben wir noch eins?
Haben wir noch eins irgendwo in der Nähe?","Okay, wir machen Castle.",,4_9hours.mp4,1,2
Ich würde Castle in der Nähe übernäht haben.,"Warte, mir fehlt da noch eine Kirche.",,4_9hours.mp4,1,2
Okay.,"Ich gucke mal, ob ich noch irgendwo...",,4_9hours.mp4,1,6
"Oh.
Äh, nein.",How?,,4_9hours.mp4,1,1
"Äh, no?",I don't wanna fight you.,,4_9hours.mp4,1,2
"Okay, da sind noch zwei Bosse.",Fucking Elder Lion.,,4_9hours.mp4,1,1
"Ah, meine sind nicht besser.","Oh, Maximum Stamina, wenn jemand das möchte.",,4_9hours.mp4,1,2
Glaube ich auch.,Ja.,,4_9hours.mp4,1,1
Ich bin auch schon bedient.,Okay.,,4_9hours.mp4,1,1
Let's go.,Thank you very much.,,4_9hours.mp4,1,2
"Wollte ein Castle machen.
So.","Ja, let's go Castle.",,4_9hours.mp4,1,1
Ja.,Eine Brain Cell.,,4_9hours.mp4,1,2
"Und wie lange machen wir heute?
Oh nein.
Boah, das ist lang.
Das wird hart.",Später kommt auf jeden Fall Flo.,,4_9hours.mp4,1,1
"Ja, und der ist zu stark.
Bell Bearing Knight.
Ja, der ist zu stark.
Bell Bearing Hunter.
Oh!
Ich bin weg.
Okay, dann lass einfach die...
Entweder wir gehen den Bosse auf den Dach.
Killen.
Oder wir machen die Cruiser Run 1.
Oder beides.
Ich frage was du...
Ja, dann würde ich den auch treffen, gell?
Ah, falscher Ulti.
Ich bin Retarded.
Vorbei.","Der Bell Bearing Hunter ist immer noch aktiv und wartet, dass wir zurückkommen.",,4_9hours.mp4,1,2
"Ja.
Also bleib!
Komm zurück!",Please!,,4_9hours.mp4,1,1
"Ich bin noch nicht fertig!
It's my only purpose.
I wanna play with you all!",Flo!,,4_9hours.mp4,1,7
"Hier, glaube ich, lang.
Wenn die zu mir kommen.
Ne, ich glaube scheiße.
Bin hier falsch.
Nein!",Yes!,,4_9hours.mp4,1,1
"Ne, ich bin hier nicht falsch eigentlich.
Langhorn des Gesandten.
Was soll das sein?",Wo bist du lang gegangen?,,4_9hours.mp4,1,2
"Beim...
Beim...
Trader lang.
Die Wand hoch.",Was ist hier?,,4_9hours.mp4,1,5
"Wenn du innen durchgehst, dauert es viel länger.",Komm einfach zu mir.,,4_9hours.mp4,1,2
Just get to me.,Sandem und ich sind wieder so.,,4_9hours.mp4,1,1
"Halt mich mal kurz, obwohl das nicht nötig ist.","Oh, nein!",,4_9hours.mp4,1,2
Es war nötig.,"Ach, meine Güte!",,4_9hours.mp4,1,2
"Ihr werdet immer wieder abgewickelt, Leute.",Ich bin gerade ein bisschen verletzt.,,4_9hours.mp4,1,4
Haben wir noch eins?,Haben wir noch eins? Wer hat den letzten genommen?,,4_9hours.mp4,1,2
"Ich bin Mana.
Jetzt sollte ich mal ein bisschen weniger Schaden bekommen.
Wäre vielleicht Mord.
Yeah, Boy!
Sweet!","Ja, die sollte man auch alle machen.",,4_9hours.mp4,1,2
"Und jetzt sollten wir...
Wannen.","Okay, Frankie.",,4_9hours.mp4,1,4
"Können wir noch den einen machen da drin?
Oder haben wir keine Zeit mehr?",Nee.,,4_9hours.mp4,1,2
Ja.,We can try.,,4_9hours.mp4,1,2
Oh!,Bam!,,4_9hours.mp4,1,2
"Easy peasy.
Ich muss den eh mal beschwören für den.","Ja, auf jeden Fall.",,4_9hours.mp4,1,2
Du kannst den auch noch killen.,Ah! Warum geht der auf mich?,,4_9hours.mp4,1,6
"Thank you.
Nein!",Ich hab halt keine...,,4_9hours.mp4,1,4
"Fuck!
Unsterblichkeit. Tschüss!",Dankeschön für den Hype-Train.,,4_9hours.mp4,1,4
Rein in die Olga.,Leveln.,,4_9hours.mp4,1,2
"Okay, let's go.
Das ist Tag 1, oder?
Nee, ist Tag 2.
Nee, Tag 1.","Imagine, wir wären Level 30",,4_9hours.mp4,1,2
"15 ist Max Level.
Pack!
Ich würde dafür, wenn es
hier so Tiny Dungeons noch gäbe.
Wo die Zeit einfach stehen bleibt.",Wär schön.,,4_9hours.mp4,1,2
"Ja, man.","Die selten droppen, aber du kannst sie haben.",,4_9hours.mp4,1,2
"Sebastian!
Do your thing, bro!
Ah, ja.
Meinen.","Ja, Digger.",,4_9hours.mp4,1,6
"Yeah, boy.",Beautiful.,,4_9hours.mp4,1,2
"Kein Leben verloren.
Ich hab zu viel verloren.",Okay.,,4_9hours.mp4,1,2
"Kennen wir doch.
Hab ich noch nie gesehen,
den Kollegen.","Nee, nee.",,4_9hours.mp4,1,2
"Können wir mal saufen
probieren.
Na, das machen wir wohl gar nicht.",Au!,,4_9hours.mp4,1,6
"Yeah, boy.
Den Night, oder?
Ah, jetzt.
I'm so disappointed.
Ey, oh.
Das ist unfair.",Fuck off!,,4_9hours.mp4,1,2
"Oh!
Was macht der da?
Ich hab kein Motorrad.
Ich hab keine Lust.
Also bitte.",My spin.,,4_9hours.mp4,1,2
"Ja, das war zu weit.","Oh, Tom.",,4_9hours.mp4,1,4
Ich übernehme mal.,"Ja, gemacht.",,4_9hours.mp4,1,2
"Spinny boy is almost dead.
Ja, den werde ich jetzt...
Schade.
Fick dich.
Ja, dann bleib ich.
Bro!
Get your Black Flame
bullshit to yourself!
I don't want any part of it.","Ach, ein Eul.",,4_9hours.mp4,1,8
Scheiße.,"Das Ding, da war eine Schlange.",,4_9hours.mp4,1,2
"Oh, das ist Linky.
Nanky Lonky.
Ich bin noch nicht fertig.
Oh!
Wozu bist du weg?
Für die Parry Breaks
wird glaube ich so die meiste Damage.","Ja, ich weiß nicht.",,4_9hours.mp4,1,2
Doch.,"Ich hab das Gefühl, ich mach nicht viel Damage.",,4_9hours.mp4,1,2
"Ja, aber dein Crit Damage ist am höchsten beim Dagger.","Okay, dann mach das.",,4_9hours.mp4,1,2
"Gib mir noch eine Waffe, du Keg!
Ich glaub, die geben selten Waffen.","Ja, die geben wirklich selten Waffen.",,4_9hours.mp4,1,2
"Die sind sehr geizig,
was Ausrüstung angeht.",Also bei den zweiten Bossen sind es voll oft...,,4_9hours.mp4,1,2
"Wollen wir noch die kleinen Bosser umdunkeln?
Oder sind die schon da?",Ich seh nur Link!,,4_9hours.mp4,1,2
"Das.
Und...
Das.
Wie können wir den Godskin Stitcher brauchen?
Ha, ein Kind, wenn er seine Pfütze sieht.",Ne.,,4_9hours.mp4,1,5
"Gut, dann melde ich den.",Ein.,,4_9hours.mp4,1,2
"Ich habe diesen Boss noch nie gesehen.
Ich weiß nicht, was er kann.",Same.,,4_9hours.mp4,1,1
"Ja, geil, geil, geil.
Jetzt bin ich weg.",Ich werde gefuckt.,,4_9hours.mp4,1,3
"Ich weiß nicht, welche Schwächen er hat.
Da links, oder?
Ja, da links.",Da links.,,4_9hours.mp4,1,1
"Der will nicht, dass du Fotos von ihm machst.
Ich habe nur heiligen Schaden.
Ich habe keine Fotos.
Skipp, skipp, skipp, skipp, skipp, skipp, skipp, skipp, skipp.",Never.,,4_9hours.mp4,1,2
"Oh mein Gott.
Ich will nur die Füße sehen, du Sau.",Sweet Content for free?,,4_9hours.mp4,1,5
"Wo, what?
What?
What?
Puppenfüße?
Damit ich das jetzt gewinne, haue ich mir Gamer Gums ein.
Für mehr Energie.
Was ist das?","Ich weiß nicht, wie man das sagt.",,4_9hours.mp4,1,4
"Ah, unter Wasser, boah.
Das hat aber nette Augen, oder?","Hey, sieht aber voll cool aus.",,4_9hours.mp4,1,2
"Ich weiß, ich kann mir da nichts merken.",Ist es trotzdem Blitz?,,4_9hours.mp4,1,3
"Ne.
Ich werde gefuckt.",Wir sind gefuckt.,,4_9hours.mp4,1,2
"Das ist ein fucking Schrimp.
Das werden wir aber töten sehen.
Oh.
Das ist so ein Elvenbeast-Fighter, der die ganze Zeit nur rumschlägt und Scheiße ist, Alter.",Wir sind überquallt.,,4_9hours.mp4,1,10
"Kamikaze-Qualm.
Ich habe irgendwie Schaden bekommen von irgendwas, aber ich weiß nicht, was es war.
Ich glaube, es war der Boss.
Ich bin tot.
Okay.
Merci.
Run!
Oh mein Gott, sind die schnell.
Sind die scheiße.
Ey, Brüder!
Ey, Brüder!","Ich habe eine Range von drei Meter, will meinen Scheiß.",,4_9hours.mp4,1,3
"Ich bin gleich tot!
Kann der mal auf den Boden kommen?",Aber er ist pretty hier.,,4_9hours.mp4,1,1
Er ist schlafen gegangen.,Ich bin schlafen gegangen.,,4_9hours.mp4,1,2
"Bro!
Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, chill, chill, chill.
Hier wäre Iron Eye ziemlich sexy, würde ich sagen.",Ja.,,4_9hours.mp4,1,3
"Iron Eye muss auch switchen.
Fuck that bitch.",I got damaged.,,4_9hours.mp4,1,5
It was beautiful.,Two percent.,,4_9hours.mp4,1,1
Azuma is on shot.,Aua.,,4_9hours.mp4,1,3
Stab his face.,Oh ja.,,4_9hours.mp4,1,1
Oh.,also ich find den jetzt nicht irgendwie,,4_9hours.mp4,1,1
Oh.,"Ich hab das Gefühl, dass der übermachbar ist.",,4_9hours.mp4,1,15
"I sleep.
I sleep.
I'm gonna go down.","Oh mein Gott, das macht Schaden.",,4_9hours.mp4,1,1
Ich hab den Beat gehüpft.,Jawohl.,,4_9hours.mp4,1,3
Where's the boss?,Boomba.,,4_9hours.mp4,1,1
"This is a desert.
We're not on the water, sir.
Ja.
This is bullshit.",This is the water.,,4_9hours.mp4,1,1
"Der ist ja schon machbar, wenn der mal auf den Boden kommen will.
Das wollte ich nicht.
Fuck.
Komm, das ist ihm gesorgt.
Jetzt fliegt er wieder.
Jetzt macht er wieder.
Oh.
Das sieht nicht geil aus.
Er hat eine Nuke gedroppt.",Ja!,,4_9hours.mp4,1,1
"Das hab ich ja auch gerade gedacht.
Das sieht nicht gut aus.
Oh mein Gott.
Oh mein Gott.
I fucking called it.
I fucking called it.
Alter!",What?,,4_9hours.mp4,1,1
"Wie sollst du dir das ausweichen?
Der so, yo, bro.",Ich explodiere die komplette Arsenas.,,4_9hours.mp4,1,2
Hast du jetzt den Defeat bekommen?,Ja.,,4_9hours.mp4,1,1
"Ich hab den Scheiß, dass wir noch einen Try bekommen.",Ich bin noch im Fight.,,4_9hours.mp4,1,2
"Normalerweise sollte ich aufstehen und euch dann wiederbeleben können.
Nein, ich bin hier einfach solo.
What the fuck?
Das haben die rausgehöhnt.",Good luck.,,4_9hours.mp4,1,1
"Ey, was ist das für ein useless bullshit dann?
Er darf gegen die Nuke kämpfen und so, ey.
Uh.
Patches.
Wir werden die ja irgendwie abschießen müssen.
Gegen die Nuke brauchen wir auf jeden Fall Rage Ramps.",Okay.,,4_9hours.mp4,1,2
"I'm fighting the Nuke alone.
Oh mein Gott.
Aber das war vorher nicht so.
Oh, nicht so wie Clues.
Durch irgendeinen Patch haben die das gemacht.
Und ich weiß nicht, warum.","Okay, Random Button Sabotage ist jetzt aktiv.",,4_9hours.mp4,1,1
"Heute war es schon so heute, dass ich den Rewipe bekommen habe.
Und sie auch setten konnte?
Die allen?
Ja.
Und die anderen halt einfach liegen geblieben sind.","Ja, doch stimmt.",,4_9hours.mp4,1,1
Und ich hab hier dann wieder aufgehoben.,"Aber da bist du halt aufgestanden, während Gilly hingefallen ist, basically.",,4_9hours.mp4,1,1
"Naja, aber das war jetzt das Gleiche.",Ist an.,,4_9hours.mp4,1,1
"Mann, ich will Duchess spielen!
Fuck!",Executor?,,4_9hours.mp4,1,10
"Ich warte nur, bis ich die Punkte hab.
Ich hol mir kurz was zu trinken.","Doch, 35.000 für nen Skin.",,4_9hours.mp4,1,2
"Ja, Mann, das wird doch voll leicht.",Wird supergeil!,,4_9hours.mp4,1,2
"Gibt's auch Wer wird Millionär?
Ich hab Furzgeräusch und Wer wird Millionär müsste auch drin sein, ja.
Ah, geil!",Annoying sounds.,,4_9hours.mp4,1,3
"Oh, du hast das auf 0 gepackt?","Nee, 0 ist der Furz.",,4_9hours.mp4,1,2
"Das früher dem Wilder, dem Flammenschwert, lieb ich den zu spielen.
Geistesgesang, ich feier das.
Ich hab seine Fähigkeit mit diesem Gseifhaken so gehasst.
Jetzt fühlt es sich so an, als ob sie was wert ist.","Okay, ja. Soundboard is on.",,4_9hours.mp4,1,7
"A newbie.
Ah, that's okay though.","Oh no, wait, I'm not going to start matchmaking.",,4_9hours.mp4,1,4
"Ich glaub, das kannst du gar nicht starten, solange nicht alle einsatzbereit sind.",Starting a moment deals lightning damage.,,4_9hours.mp4,1,4
Oops.,"Ich denk, Flo ist noch am essen.",,4_9hours.mp4,1,5
"Ich hab so Hunger, auf irgendwas Bestelltes zu essen.","Ja, ich will halt auch mal was richtig Fettiges bestellen.",,4_9hours.mp4,1,4
I'm in the mood for Burgers.,Hör auf.,,4_9hours.mp4,1,4
"Und zwar Burgers vom Foodbrother.
Die sind so gut.
Bro, ich hatte damals immer bei BurgerMe bestellt.
BurgerMe war mein Go-to-Burger-Laden.
Da bin ich einmal zu Foodbrothers gegangen, hab da Burger gegessen.
Ich war verliebt.","Ich darf in Passau bei einem Lieferanten nicht mehr bestellen,",,4_9hours.mp4,1,2
I'm back.,Hast du die Food geholt?,,4_9hours.mp4,1,1
"Ich hab mir eine Semmel gemacht, ja.","Fuck, ich will was zu essen bestellen.",,4_9hours.mp4,1,2
Können wir ja trotzdem.,Okay. Okay.,,4_9hours.mp4,1,2
Wir sind mit allem fein.,Pizza.,,4_9hours.mp4,1,2
"Du machst mir so Hunger.
Was soll ich jetzt sagen?
Weißt du, ich hab so Seis zu Hause mit so ein bisschen Fleisch.
Ich denk mir so, ja, okay, ist ganz cool.
Ich hab so Pizza und ich so, oh Mann, ich will wieder bestellen.",Ich will irgendwie eine Quattro...,,4_9hours.mp4,1,6
Check my link.,"Äh, nee, 20 Euro.",,4_9hours.mp4,1,2
Nur 6% auf dem Handy.,Let's go. 6% Geld.,,4_9hours.mp4,1,2
"Ja, Mann.
Sind 5% mehr, als du brauchst.","Ja, perfekt.",,4_9hours.mp4,1,2
"Mr. Fista wird bestellt.
Mr. Fista, let's go.","Familienpizza mit 5 Zutaten nach Wahl,",,4_9hours.mp4,1,5
"Bei denen haben wir noch nie bestellt, oder?",No.,,4_9hours.mp4,1,2
"Calzone.
Pizza-Calzone.",Barcelona.,,4_9hours.mp4,1,2
"Zwiebeln, Tomaten und Dönerfleisch.",Er heißt Augur.,,4_9hours.mp4,1,4
"Wie heißt denn der...
Dark Drift Knight.
Okay, da war ich ja komplett off.
Oh, habt ihr gegen ihn auch schon gekämpft, oder was?",Nee.,,4_9hours.mp4,1,2
Und Gaping Jaw.,Eigentlich sollten wir mit Sentient Pest mal.,,4_9hours.mp4,1,2
"Du meinst Gleichgewichtsbestie, oder?
Was?",Das ist ja voll wack auf Deutsch.,,4_9hours.mp4,1,2
Also die Nummer 3 heißt Intelligente Plage bei mir.,Aha.,,4_9hours.mp4,1,4
"Dann hab ich den Dunkel Drift Ritter.
Das ist okay.
Danach hab ich der Drache, der Letzte.
Riss im Nebel.","Riss im Nebel macht Sinn, ja.",,4_9hours.mp4,1,2
Ich habe meine Calzone hinzugefügt.,Das stimmt doch gar nicht.,,4_9hours.mp4,1,2
Eine aktuelle Firma sucht.,"Ah, jetzt. Aber es reicht nicht. Wir brauchen noch 2,50.",,4_9hours.mp4,1,2
"Schatz, Feuer!",Kacke.,,4_9hours.mp4,1,2
"Ja, weil ich wieder am bearbeiten bin.",Fuck!,,4_9hours.mp4,1,2
"Okay, wir brauchen Bogen eigentlich.
Bisschen Bogenskills.",Ich muss halt wieder Duchess spielen.,,4_9hours.mp4,1,2
"Dein Main?
Kannst du ihn?",Ich mag ihn.,,4_9hours.mp4,1,2
Er ist einfach best.,Wieden.,,4_9hours.mp4,1,2
"ja ich war der einzige das skippen wollte sorry ich habe auch geskippt die resten drei sekunden
ich glaube da kann man versuchen so viel und oft zu skippen wie man möchte irgendjemand wird das",soll ich bei dir klingeln lassen,,4_9hours.mp4,1,8
"ich habe angst vor menschen ich stelle dich rein
runter runter runter runter",ich muss noch sachen eingeben,,4_9hours.mp4,1,2
"okay ich gehe zur nächsten kirche
und dann können wir spielen
ja ich komme",ein login,,4_9hours.mp4,1,10
"oh mein gott das war knapp
ah hier ist alles giftig",i done did it,,4_9hours.mp4,1,5
don't start with it you're getting addicted,wenn man es einmal gemacht hat dann braucht man es immer wieder,,4_9hours.mp4,1,6
dass wir jetzt alle drei einmal das gleiche nur auf verschiedene weise gesagt haben,ich bin kacke,,4_9hours.mp4,1,9
sorry das ist zu weit,aber hier sind hunde,,4_9hours.mp4,1,2
"es gibt grenzen
ich schaffe es nicht ich schaffe es nicht",jetzt bin ich von level eins,,4_9hours.mp4,1,2
"scheiße
level null du stirbst
du bist zurückgesetzt vor deine geburt
level null du bist one shot
kannst du so zwei millimeter laufen",ich habe ein hp,,4_9hours.mp4,1,2
"gib mir auf den kopf
ähm ok wo gehen wir hin
wir sollten
erstmal hier hin
ich bin noch nicht mal level eins",ja same ich bin level null,,4_9hours.mp4,1,2
"lass mal zu blau
zu
hier hin zur bologna
also es gibt
das müssen wir machen
ja
ok
let's go
let's motherfucking go
gib es geld mit hp
also es ist egal dass wir keine haben",hallo,,4_9hours.mp4,1,6
eigentlich würde ich lieber zum ok fällen,aber,,4_9hours.mp4,1,2
"da rum verlaufen dann auch
bitte
fuck you
you stupid
bitch
da steckst du",hallo ich möchte einfach nur heilen,,4_9hours.mp4,1,6
nein,darf man nicht,,4_9hours.mp4,1,2
"oh mein gott
ich bin eindeutig",junge same und ich sind einfach,,4_9hours.mp4,1,4
"ey ich bin absichtlich
runter gefallen
oh mein gott ich bin vergiftet",das ist ja,,4_9hours.mp4,1,2
"oh ja das sieht gut aus
das ist bei mir glaube ich
ja tut gut
oh mein gott
der lanzer
ich bin tot",i'm on my way,,4_9hours.mp4,1,2
"on the way
after i'm dead here",fuck das wird knapp,,4_9hours.mp4,1,4
